# WHO_AM_I=104
timestamp_s,ax,ay,az,gx,gy,gz
1776749660.0003743,0.29448680419921874,0.47644613037109373,9.327809667968749,0.5487794800736369,-0.9526033703633173,0.22596018407499108
1776749660.5017297,0.28012159423828126,0.4477157104492187,9.229647399902344,0.014655436467127957,-0.024914241994117528,-0.024114854550456002
1776749661.0049307,0.22026655273437498,0.43574470214843747,9.241618408203124,0.012257274136143382,-0.026513016881440577,-0.019984686091538122
1776749661.5061665,0.10295067138671875,0.4477157104492187,8.710105639648438,0.3446692194587275,-0.033307810152563545,-0.003464012255866608
1776749662.0074575,0.33039982910156246,0.41898529052734373,9.275137231445312,0.1247044412111979,-0.022915773384963714,-0.016787136316892024
1776749662.5087342,0.19871873779296872,0.36631285400390623,9.215282189941405,0.1414915775280899,-0.04356661567955311,-0.023182235866184224
1776749663.0099978,1.1180921752929687,-7.766790185546874,-6.9360022094726554,-0.28991117956791307,-0.029444104174866172,-0.027978560528153375
1776749663.5112474,0.373495458984375,0.40222587890625,9.241618408203124,0.08446860654690114,0.005062787143189658,-0.014522205226517705
1776749664.0124466,1.0989385620117187,-7.520187414550781,-7.1586629638671875,-0.38250689179203967,-0.01345635530163567,-0.03424042883683532
1776749664.5137136,0.239420166015625,0.2442085693359375,9.047688073730468,0.8757289445312006,-0.01945176112909711,0.01705359879811253
1776749665.0149767,0.258573779296875,0.43574470214843747,9.210493786621093,0.01345635530163567,-0.02691271060327134,-0.02118376725703041
1776749665.5162249,0.27293898925781246,0.5219359619140624,9.167398156738281,0.28324961753740036,-0.05196018383799912,-0.022782542144353463
1776749666.0175326,0.16280571289062498,-0.1149216796875,9.222464794921875,0.00866003063966652,-0.028378254249984136,-0.02131699849764067
1776749666.5206592,0.258573779296875,0.06943184814453125,9.2320416015625,0.24701072009141123,-0.026513016881440577,-0.009192955602107537
1776749667.0231552,0.2753331909179687,-0.19871873779296872,9.270348828125,0.009192955602107537,-0.01438897398590745,-0.022782542144353463
1776749667.5261223,0.4429273071289062,-0.20350714111328125,9.437942944335937,0.3575926497979222,-0.014255742745297196,-0.03144257278401998
1776749668.029529,0.2442085693359375,-0.13407529296874998,9.22485899658203,0.014122511504686942,-0.03144257278401998,-0.023049004625573973
1776749668.5331442,0.28490999755859375,-0.2346317626953125,9.33978067626953,-0.0002664624812205083,0.0011990811654922875,-0.01692036755750228
1776749669.0360126,0.28730419921875,-0.14125789794921875,9.287108239746093,0.014655436467127957,-0.026646248122050836,-0.02398162330984575
1776749669.5395958,0.3327940307617187,-0.2753331909179687,9.409212524414063,0.014122511504686942,-0.026513016881440577,-0.022782542144353463
1776749670.0428767,0.3112462158203125,-0.06943184814453125,9.236830004882812,0.08939816244948055,-0.032241960227681506,-0.022649310903743208
1776749670.5463815,0.2154781494140625,0.43574470214843747,9.181763366699219,0.009192955602107537,-0.005329249624410167,0.01052526800821008
1776749671.0476582,0.3184288208007812,0.35673604736328124,9.217676391601563,-0.05542419609386573,-0.028911179212425153,-0.022249617181912446
1776749671.5489433,0.277727392578125,0.47644613037109373,9.188945971679686,0.014122511504686942,-0.016254211354451008,-0.013056661579804908
1776749672.050144,0.28969840087890625,0.4213794921875,9.251195214843749,-0.031042879062189218,-0.0287779479718149,-0.02438131703167651
1776749672.5516577,0.2753331909179687,0.4333505004882812,9.1554271484375,0.029310872934255914,-0.02531393571594829,-0.014522205226517705
1776749673.0530953,0.25139117431640623,0.49320554199218747,9.275137231445312,0.015454823910789483,-0.024914241994117528,-0.028245023009373885
1776749673.5544908,0.29927520751953124,0.4333505004882812,9.18655177001953,0.013989280264076687,-0.027045941843881597,-0.021583460978861175
1776749674.0557282,0.2753331909179687,0.430956298828125,9.18655177001953,0.01052526800821008,-0.035705972483548114,-0.02131699849764067
1776749674.556968,0.2920926025390625,0.488417138671875,9.246406811523437,0.01572128639200999,-0.024114854550456002,-0.02398162330984575
1776749675.058245,0.19393033447265623,-0.29448680419921874,9.641450085449218,-0.5217335382297553,-0.031042879062189218,-0.014122511504686942
1776749675.5597034,0.258573779296875,-0.13646949462890623,9.313444458007812,0.013856049023466432,-0.021849923460081685,-0.02011791733214838
1776749676.0625968,0.22744915771484372,-0.23223756103515625,9.14824454345703,0.023182235866184224,-0.020650842294589397,-0.019052067407266345
1776749676.5659876,0.23702596435546874,0.0047884033203125,9.17458076171875,-0.24434609527920614,-0.022915773384963714,-0.032108728987071254
1776749677.0691786,0.2705447875976562,-0.20829554443359374,9.267954626464844,-0.025447166956558548,-0.018918836166656093,-0.024914241994117528
1776749677.5723467,0.23223756103515625,-0.2825157958984375,9.220070593261719,-0.3121607967498255,-0.04356661567955311,-0.032108728987071254
1776749678.0753193,0.277727392578125,-0.105344873046875,9.373299499511718,0.22009800948813987,-0.010658499248820334,-0.011990811654922875
1776749678.5783849,1.0702081420898437,-6.861781958007812,-7.704540942382812,-0.34826646295520436,-0.027978560528153375,-0.03930321598002497
1776749679.0817826,0.25139117431640623,-0.16280571289062498,9.26316622314453,0.014255742745297196,-0.010791730489430587,-0.021983154700691936
1776749679.5851285,1.3623007446289062,-7.019799267578125,-7.8529814453124995,-0.7255773363634442,-0.07594180714784488,-0.0401026034236865
1776749680.0885797,0.2657563842773437,-0.1149216796875,9.320627062988281,0.13203215944476188,-0.027312404325102103,-0.01532159267017923
1776749680.592132,0.3687070556640625,0.105344873046875,9.212887988281249,-0.376378254723968,-0.02118376725703041,-0.03903675349880447
1776749681.0950575,0.26336218261718747,-1.3431471313476562,9.457096557617186,-2.764015317700333,-0.04449923436382489,-0.0430336907171121
1776749681.5981166,0.201112939453125,-0.06703764648437499,9.220070593261719,-0.40795405874859825,-0.061686064402547675,-0.050361408950676076
1776749682.1011696,0.258573779296875,-0.062249243164062495,9.337386474609374,0.02118376725703041,-0.03397396635561481,-0.023049004625573973
1776749682.6042197,0.24181436767578124,-0.2753331909179687,9.306261853027344,-0.16573966331915618,-0.023182235866184224,-0.03064318534035846
1776749683.1070743,0.26336218261718747,-0.05746083984375,9.358934289550781,0.01945176112909711,-0.04569831552931718,-0.032375191468291764
1776749683.6105359,0.29927520751953124,-0.39983167724609375,9.473855969238281,0.6044701386487231,-0.0127901990985844,0.0031975497746461
1776749684.1139545,0.3016694091796875,-0.16519991455078123,9.181763366699219,-0.10338744271355724,-0.032108728987071254,-0.029577335415476424
1776749684.6168737,0.354341845703125,-0.011971008300781249,9.272743029785156,0.06275191432742971,-0.006661562030512709,-0.01185758041431262
1776749685.1203651,0.29927520751953124,-4.017470385742187,8.453926062011718,0.14642113343066934,-0.023848392069235495,-0.01732006127933304
1776749685.6238768,0.05985504150390625,-3.3351229125976563,7.68059892578125,2.1229065878837896,-0.016787136316892024,0.027312404325102103
1776749686.1267588,0.21787235107421873,-4.364629626464843,8.47786807861328,-0.005462480865020421,-0.024114854550456002,-0.017986217482384312
1776749686.6302383,0.3902548706054687,-3.948038537597656,8.712499841308594,-0.07287748861380902,-0.0035972434964768626,-0.026379785640830326
1776749687.1333122,0.1867477294921875,-4.039018200683594,8.348581188964843,0.08513476274995241,-0.028644716731204646,-0.01985145485092787
1776749687.6373,0.19393033447265623,-4.058171813964844,8.475473876953124,-0.08500153150934216,-0.026113323159609816,-0.02744563556571236
1776749688.140741,0.2657563842773437,-6.888118176269531,6.500257507324219,0.023315467106794475,-0.024914241994117528,-0.020917304775809907
1776749688.6441936,0.34715924072265625,-6.921636999511718,6.4667386840820305,0.2789862178378722,-0.02571362943777905,-0.01705359879811253
1776749689.1476889,0.2609679809570312,-6.871358764648437,6.457161877441406,-0.002797856052815337,-0.024514548272286763,-0.016387442595061263
1776749689.6511302,0.3136404174804687,-6.672640026855468,6.552929943847656,0.41634762690704424,0.006928024511733216,-0.03450689131805583
1776749690.154543,0.3495534423828125,-7.481880187988281,6.040570788574218,0.6277856057555177,-0.020251148572758632,-0.002797856052815337
1776749690.6578052,0.3016694091796875,-6.545747338867187,6.720524060058593,0.00985911180515881,-0.02691271060327134,-0.013589586542245924
1776749691.1593332,0.44532150878906246,-8.717288244628906,3.835511059570312,0.033307810152563545,-0.028111791768763626,-0.014122511504686942
1776749691.6607687,0.40462008056640625,-8.70771143798828,4.029441394042968,0.009326186842717792,-0.03317457891195329,-0.011724349173702367
1776749692.1619601,0.46686932373046874,-8.731653454589843,4.00310517578125,0.011191424211261349,-0.024514548272286763,-0.018652373685435583
1776749692.663244,0.46686932373046874,-8.815450512695312,3.9049429077148434,0.009192955602107537,-0.032774885190122525,-0.020251148572758632
1776749693.1645098,0.32561142578124996,-8.678981018066406,4.027047192382812,0.01052526800821008,-0.02371516082862524,-0.020251148572758632
1776749693.6657455,0.3591302490234375,-8.762778076171875,3.7325603881835936,0.008260336917835759,-0.02464777951289702,-0.017186830038722786
1776749694.167006,0.584185205078125,-9.797073193359374,0.47165772705078124,0.0075941807147844875,-0.026513016881440577,-0.015188361429568975
1776749694.6682065,0.5698199951171875,-9.82580361328125,0.33039982910156246,0.005462480865020421,-0.019052067407266345,-0.02464777951289702
1776749695.1695392,0.51714755859375,-9.823409411621093,0.3854664672851562,-0.45844869893988455,-0.031975497746460996,-0.03863705977697371
1776749695.67085,0.5363011718749999,-9.883264453125,0.10773907470703124,-0.10845022985674689,-0.032508422708902016,-0.013189892820415163
1776749696.17394,0.612915625,-9.789890588378906,-0.05027823486328125,0.09179632478046512,-0.029310872934255914,-0.015188361429568975
1776749696.6768773,0.5363011718749999,-9.873687646484374,0.229843359375,-0.1398928026407669,-0.023182235866184224,-0.027978560528153375
1776749697.1799603,0.7829039428710937,-9.41639512939453,-3.6631285400390623,0.009326186842717792,-0.031176110302799476,-0.022516079663132953
1776749697.6830282,0.7733271362304687,-9.452308154296874,-3.797203833007812,0.5174701385302272,-0.040502297145517265,0.013589586542245924
1776749698.186104,0.8403647827148437,-9.430760339355468,-3.708618371582031,1.0730444118749871,0.007860643196004996,0.03543951000232761
1776749698.688661,0.8092401611328125,-9.33978067626953,-3.9408559326171875,0.5613032166910008,-0.02531393571594829,0.016787136316892024
1776749699.1916208,0.7733271362304687,-9.442731347656249,-3.6655227416992187,0.009192955602107537,-0.022116385941302188,-0.015588055151399738
1776749699.694501,0.7900865478515624,-9.248801013183593,-4.015076184082031,0.1433568148966335,-0.036771822408430146,-0.002531393571594829
1776749700.1975672,1.0175357055664063,-7.041347082519531,-7.726088757324218,-0.002531393571594829,-0.05102756515372735,-0.02464777951289702
1776749700.700668,0.9504980590820312,-7.206546997070312,-7.6087728759765625,-0.37864318581434236,-0.024781010753507273,-0.04063552838612752
1776749701.2036695,1.0319009155273438,-7.173028173828125,-7.673416320800781,-0.05462480865020421,-0.01732006127933304,-0.01692036755750228
1776749701.7067192,1.0678139404296874,-6.931213806152344,-7.8553756469726554,-0.045032159326265905,-0.04236753451406082,-0.0191852986478766
1776749702.2097752,1.1923124267578125,-7.242460021972656,-7.656656909179687,-0.1310995407604901,-0.02571362943777905,-0.02584686067838931
1776749702.712833,1.0342951171875,-7.340622290039062,-7.50821640625,0.005595712105630674,-0.02997702913730719,-0.01572128639200999
1776749703.2157378,0.7565677246093749,-9.414000927734374,-3.6631285400390623,0.0127901990985844,-0.023049004625573973,-0.022915773384963714
1776749703.718821,0.8259995727539062,-9.485826977539062,-3.73495458984375,0.4299372134492902,-0.02744563556571236,0.005595712105630674
1776749704.2219436,0.8738836059570312,-9.437942944335937,-3.6104561035156246,0.009459418083328047,-0.028245023009373885,-0.019984686091538122
1776749704.724907,0.8595183959960937,-9.430760339355468,-3.897760302734375,0.41315007713239815,-0.07993874436615249,0.0075941807147844875
